2328	A cereal box with a cartoon hippo peeking over the top, next to a green bowl filled with orange geometric-shaped cereal pieces floating in milk.
2327	A pink pig with a rounded body, small ears, a curly tail, and four legs walking forward.
2329	Two bright red cherries with green stems connected at the top, depicted against a plain white background.
2330	A frothy, golden-yellow beer fills a sturdy, handle-equipped mug with vertical ridges, topped with a creamy white head that slightly overflows the rim.
2297	A classic Italian espresso maker featuring a lower chamber with vertical ridges, a central valve, a top lid with a knob, and a curved handle on the side.
2331	Three light beige mushrooms with rounded caps and slightly curved stems arranged in a loose cluster against a plain white background.
2312	A red crab with prominent claws, two small eyes, and multiple legs positioned symmetrically on a plain background.
2332	A light blue tracksuit consisting of a zip-up jacket with a collar and matching pants with side stripes, designed for athletic or casual wear.
2333	A chimney with a brown top and orange body protruding from a red sloped roof, emitting gray smoke into the air.
2334	A partially unwrapped chocolate bar with a red and pink wrapper, revealing segmented dark chocolate pieces, one of which has fallen out.
2335	A whole chorizo sausage with two sliced rounds resting on a yellow cutting board.
2336	A red belt with a silver buckle and evenly spaced holes, looped into a circular shape.
2338	A classic Coca-Cola bottle filled with dark cola, featuring a red label and cap, iconic branding associated with the globally recognized soft drink.
2340	A red toy car with black wheels, light blue windows, and a simple, rounded body design.
2320	A soup ladle featuring a brown wooden handle with a looped end, a slender metallic shaft, and a rounded, shallow bowl designed for serving liquid food.
2341	A gas cooker with five burners on the stovetop, a control panel with knobs, and an oven door below.
2322	A compact disc with a central hub, concentric rings, and radial grooves for data storage.
2323	A bulbous onion with layered skin and green sprouts emerging from its top.
2343	A green crocodile with a long snout, visible eye, and curved tail, depicted in a simplified form against a plain background.
2342	A hand stirs a steaming pot of stew with a wooden spoon, suggesting the act of cooking.
2345	A sieve with a long handle and a perforated bowl designed for straining or separating ingredients.
2346	A rectangular green gym mat with dark green corner pads lies on the floor in front of a wooden gymnastics apparatus with horizontal bars and vertical supports.
2337	A graceful white swan with an orange beak is depicted swimming calmly on water, its long neck curved elegantly and ripples subtly forming around its body.
2350	A red diamond-shaped kite with green and yellow decorative tails and a blue bow at its base, connected by a long curved string.
2352	A bald head with a furrowed brow, downturned mouth, and a question mark floating above, conveying confusion and disorientation.
2351	A gray rabbit depicted in a crouched, alert posture with long ears, whiskers, and a small tail, facing right with a simple, minimalist outline.
2353	A smiling individual in a blue shirt stands behind a reception desk with a red telephone, framed tools on the wall, and a welcoming posture indicative of a concierge, superintendent, porter, or door guard.
2344	A red space rocket with a pointed nose cone, two fins, two circular windows, and three orange engines emitting gray smoke as it ascends.
2356	A transparent stemmed glass with a rounded bowl, slender stem, and circular base, empty and upright against a plain background.
2357	Two beige curtains with grommets hang from a horizontal rod, tied back with fabric ties to reveal a central gap.
2355	A green recycling bin with a lid, featuring a black apple core symbol on its side and equipped with wheels for mobility.
2358	A golden-brown croissant with a flaky, layered texture and a crescent shape, appearing freshly baked and inviting.
2359	A red spiral-bound notebook with a cream-colored label area featuring three horizontal lines for writing.
2361	A red shovel and a blue bucket with a handle, commonly used for beach activities or gardening tasks.
2360	A framed painting depicting a serene landscape with a lush green tree, rolling hills, a snow-capped mountain in the distance, and a bright yellow sun shining in a clear blue sky.
2362	A simple spoon with a rounded bowl and elongated handle, depicted in a minimalist design with smooth curves and a light gray fill against a plain white background.
2354	A gray gaming console with an open disc tray holding a blue disc, connected by a cable to a matching gray controller featuring dual analog sticks, a directional pad, and four colored action buttons.
2366	A green apron with a yellow rectangular patch featuring a chicken leg illustration on the front.
2367	A bald head with a distressed expression and four red lightning bolts surrounding it, symbolizing intense pain.
2368	A round, orange-colored donut with a central hole and scattered white sprinkles on its surface.
2347	A necklace featuring a central red circular pendant connected by green spherical beads to two red square pendants at the top and a red diamond-shaped pendant at the bottom, all linked by a black cord forming a symmetrical design.
2348	A hand holding a yellow paintbrush applies vibrant orange paint to a circular area on a white surface, surrounded by radiating lines suggesting a sun or light source.
2349	A person is consuming food by bringing a spoonful of orange-colored substance to their mouth.
2369	A person with brown hair is peacefully sleeping on their side, resting their head on a light blue pillow while covered by a blue blanket.
2370	A showerhead emitting a stream of water droplets in a diagonal spray pattern.
2364	A red hardcover storybook with a yellow cover illustration depicting a cartoon character in motion, suggesting an engaging tale within.
2372	A large gray elephant with prominent ears, a long trunk, tusks, and four sturdy legs stands in profile, facing right, with a small tail curving downward.
2373	A two-pronged electrical plug with a cord is inserted into a wall socket featuring two round holes and a grounding slot.
2371	A person with a bald head is happily receiving a stream of water from a showerhead.
2377	A blue bowl filled with fresh green lettuce, topped with red tomato slices and white mushroom caps, representing a classic salad.
2363	A ladle with a metallic bowl and a brown wooden handle featuring a small circular hole near the end.
2378	A vintage-style music system featuring a central console with a digital display, control knobs, and buttons flanked by two large speakers with woofers and tweeters for stereo audio output.
2339	A red family touring car with a sleek, aerodynamic design, featuring tinted windows, silver rims, and yellow headlights and taillights, positioned for forward motion.
2379	A set of three ascending steps with a handrail on the left side.
2383	A plate of spaghetti with a generous portion of red tomato sauce centered on top.
2380	A hand holding a yellow pencil is actively writing the letters A, B, and C on a white sheet of paper.
2382	A yellow colander with perforated sides and a handle, containing a light brown substance with small dark specks distributed across its surface.
2385	A person with blonde hair and a red top stands before an oval mirror, viewing their reflection which shows a smiling face with a pink top.
2384	Three stalks of asparagus with green, textured tips and pale, elongated stems arranged diagonally against a plain background.
2381	A person with brown hair is shown in profile with their hand cupped behind their ear, indicating an action of listening intently or trying to hear something clearly.
2386	A tall, rectangular shelving unit with five horizontal shelves, each supported by vertical side panels and framed with a thick border.
2387	A person with brown hair and an orange shirt is seated, holding their head with both hands while focused on an open book in front of them, indicating deep concentration or contemplation during study.
2389	An electric heater with a cylindrical body, metal fins, two glowing orange heating elements, and steam rising from its top, connected by a power cord.
2390	A yellow excavator with a long articulated arm ending in a bucket, mounted on tracked undercarriage for mobility, designed for digging and moving earth.
2391	A lime green skirt with a darker green waistband and vertical pleats flowing down to a flared hem.
2392	A family of four, consisting of a father in a red jacket and teal pants, a mother in a green dress and blue pants, a son in a blue outfit, and a daughter in an orange outfit with blonde hair, all holding hands and standing together.
2393	A tall, green-painted streetlight with a classic lantern-style head featuring a bright yellow light panel, mounted on a slender pole with a decorative base.
2375	A female healthcare professional wearing a white lab coat with a red cross emblem and a name badge, standing with a friendly expression, representing a registered general nurse or nurse clinician.
2395	A physiotherapist is performing a therapeutic treatment on a patient lying face down on a treatment table.
2374	A bald head with furrowed brows, narrowed eyes, and a downturned mouth conveying intense anger, irritation, or annoyance.
2394	A golden statuette of a winged figure standing gracefully on a tiered purple pedestal.
2398	A stack of blank rectangular sheets arranged in a fanned-out manner with visible overlapping edges.
2397	A light blue seal with a rounded body, flippers, and whiskers, depicted in a relaxed, seated position with its head slightly tilted and tail curved upward.
2376	A bald head with closed eyes and a downturned mouth, conveying a state of illness or discomfort.
2399	A double-basin kitchen sink with a single faucet and curved spout positioned centrally above the two compartments.
2400	A vibrant red strawberry with a heart-shaped body, dotted with small seeds, and topped with a cluster of green leafy stems.
2402	A stack of round, golden-brown biscuits with visible chocolate chips and a single biscuit lying separately beside the stack.
2396	A vertical flute with a cream-colored body, finger holes along its length, and a flared headjoint at one end.
2401	A bald individual in an orange shirt is visibly shivering with arms crossed tightly against their body, conveying discomfort from cold sensitivity.
2405	A bowl of chickpea stew featuring numerous chickpeas, a red chili pepper, and a slice of white onion, with two additional chickpeas placed beside the bowl.
2407	A colorful hot-air balloon with horizontal stripes in purple, blue, teal, green, white, orange, and red, featuring a basket suspended below by ropes.
2408	A light blue balloon with a glossy highlight and a tied string lies next to a yellow balloon pump on a plain white background.
2409	A rectangular pencil eraser with rounded ends, featuring a two-tone design with a white section and a light blue section, outlined in black.
2406	A light gray feline with a relaxed, elongated body lying down, front paws extended forward, tail curled gently behind, and alert, pointed ears and whiskers suggesting a calm yet attentive posture.
2410	A seated gorilla with a robust build, brown fur covering its back and limbs, and lighter beige skin on its chest, belly, and face, displaying a calm and slightly smiling expression while resting its arms on its knees.
2403	A white hen with a red comb and wattles, yellow beak and feet, standing upright with a curved body and feathered tail.
2412	A winter cap with a bright yellow brim and a rounded orange crown topped with a yellow pom-pom.
2413	A pink stapler with a silver metallic base and a rectangular button on the front, angled slightly to the right with its top half raised.
2415	Two red gloves with blue cuffs are depicted with palms facing outward and fingers slightly spread apart.
2418	A simple, bald-headed face with a cheerful expression, slightly parted lips revealing a pink tongue, conveying a sense of playful approval or liking.
2404	A vibrant rooster with a yellow body, orange lower feathers, a red comb and wattle, and a striking blue tail stands alert on its two legs.
2411	A red cap with a curved brim and a rounded crown, depicted in a simple, bold outline against a plain background.
2417	A classical guitar with a sunburst orange body, dark brown neck and headstock, six strings, and a circular soundhole with a rosette.
2420	A classic ice cream cone featuring a single scoop of ice cream atop a waffle cone with a crisscross pattern and two sticks protruding from the top.
2424	A gray hippopotamus depicted in profile with its mouth open, revealing teeth, standing on four sturdy legs with a broad body and short tail.
2425	A black silhouette of an ant depicted in profile, showing its segmented body, six legs, two antennae, and a single eye.
2421	A green helicopter with a rotating main rotor, tail rotor, cockpit window, and landing skid, depicted in a simplified form.
2423	A woman holding hands with two children, one of whom is indicated by a downward arrow as her brother.
2419	A classic hamburger featuring a top and bottom bun with sesame seeds, a beef patty, melted cheese, fresh lettuce, and a slice of tomato.
2427	A simple, pale yellow oval shape with a smooth, rounded contour, representing an egg.
2428	A fried egg with a round orange yolk centered in a white, slightly irregularly shaped egg white.
2414	A faucet with a handle for controlling water flow, featuring a spout for dispensing water and a base for mounting to a sink or wall.
2429	A steaming orange mug filled with brewed tea, featuring a green tea bag suspended in the liquid with steam rising above.
2430	A toilet with the lid open, revealing a light blue water-filled bowl, connected to a tank with a flush handle on top.
2434	A neatly arranged garden featuring two prominent trees, bordered pathways, and distinct sections with red and white circular elements planted in green beds.
2422	An adult holding hands with two children, one of whom is indicated by a downward arrow as the sister.
2435	A light blue jug with a curved handle and a spout for pouring liquid.
2437	A tall giraffe with a long neck, patterned coat of orange-brown patches on a lighter background, slender legs, small horns, and a gentle expression standing upright.
2436	A green long-sleeved sweater with a ribbed crew neck and cuffs.
2433	A cured ham leg resting on a yellow cutting board with a slice of ham placed beside it.
2438	Three green beans, two whole and one split open revealing round green peas inside, arranged diagonally on a plain background.
2431	A square electric switch with a light bulb icon and two screws at the top and bottom indicating its mounting for controlling electrical circuits.
2440	A yellow pencil with a black stripe, sharpened tip, and eraser at the top.
2442	A front-loading washing machine with a circular door featuring a blue transparent window, a control panel at the top with a dial, a red indicator light, and rectangular buttons or displays, and a small rectangular panel near the bottom.
2443	Two hands are being washed under a running faucet, covered in abundant soap bubbles and lather, with water droplets falling, illustrating the act of thorough handwashing.
2444	A front-loading dishwasher with its door open, revealing clean plates inside and a spoon resting in a cup on the right side.
2432	A person walking forward with an arrow pointing right, symbolizing movement or direction to go.
2439	Two children are actively playing with a colorful beach ball, reaching out to hit it back and forth in a lively game.
2446	A vibrant green head of lettuce with ruffled, layered leaves forming a compact, rounded shape.
2449	A male lion with a full orange mane is lying down in a relaxed posture, its body stretched out with front paws extended forward and a tail curled beneath it.
2447	A bald, smiling figure is engrossed in reading a green book with an orange cover.
2445	A carton of milk featuring a black and white cow illustration stands beside a glass filled with milk, representing pasteurized whole milk.
2450	A closed book with an orange cover and a yellow spine, viewed at an angle showing its thickness and page edges.
2441	A white pedestal-mounted washbasin with an oval basin, featuring a central faucet with separate hot and cold water handles, and a yellow soap dispenser placed on the right side of the sink.
2451	Two yellow keys attached to a circular key ring, one with a rounded head and the other with a rectangular head, both featuring distinct notches along their blades.
2454	A speech therapist stands beside a vertical board displaying various speech therapy exercises including picture-word matching, reading, vocabulary cards, and communication practice with illustrated characters and speech bubbles.
2455	A plate filled with cooked macaroni noodles covered in a red sauce, with two additional noodles placed beside the plate.
2457	A teacher in a white lab coat stands beside a green chalkboard displaying the mathematical expression "1 + 2/3" while gesturing toward it.
2448	A bowl filled with cooked lentils, with a few lentils scattered beside it.
2460	A red tablecloth with white trim draped over a square table with four legs, hanging down on all sides with folds and pleats.
2459	A folded blanket with a plaid pattern featuring intersecting orange and red lines on a warm-toned background.
2456	A smiling female teacher in a white lab coat stands beside a green chalkboard displaying the mathematical expression "1 + 2/3" while gesturing toward it.
2458	A smiling mother with brown hair wearing a green dress gently cradles her baby wrapped in a light blue blanket.
2461	A stick of butter in its wrapper with a cow logo, partially unwrapped to reveal the yellow butter, resting on a paper wrapper with a spoon nearby holding a dollop of butter.
2462	A vibrant red apple with a smooth surface, topped with a brown stem and two green leaves.
2464	A bald head with spiraling eyes and a wavy mouth conveying a dizzy, woozy, giddy sensation.
2463	A pair of maracas with red, yellow, and green geometric patterns on their spherical shells, each attached to a golden handle, positioned symmetrically as if ready to be shaken.
2467	A smiling person with brown hair wearing a white lab coat adorned with a red cross and a stethoscope around their neck, paired with teal pants.
2465	A colorful butterfly with symmetrical wings featuring red, blue, orange, and white patterns, a black body, and two antennae.
2470	A glass jar with a beige lid and a blank white label, filled with a light blue substance suggestive of strawberry jam.
2469	A whole watermelon with green striped rind alongside a single sliced wedge revealing pale flesh and orange seedbed.
2466	A pair of legs clad in seamless, skin-toned tights with a light purple elastic waistband at the top.
2472	A light blue underground train with a red destination sign and yellow headlights is shown on tracks emerging from a tunnel entrance, ready for passengers.
2473	A microwave oven with a rectangular body, a large dark viewing window on the front, and a control panel on the right side featuring a digital display, multiple buttons, and a circular knob.
2471	A green rectangular table-tennis table with a central net dividing it into two equal halves, supported by four legs and featuring a white border along its edges.
2468	A round, orange-colored peach with a brown stem and a single green leaf attached at the top.
2476	A caregiver is administering medicine to a child using a spoon while the child, wearing a red bib, opens his mouth to receive it.
2478	A fly with a dark body, translucent light blue wings, and visible legs and antennae, depicted in mid-flight with one wing raised.
2475	A teal and orange backpack with dual shoulder straps, a front zippered pocket, and a top drawstring closure.
2480	A classic motorcycle with an orange fuel tank and fenders, green seat, silver engine and exhaust, gray wheels, and yellow headlight.
2474	A person's head in profile facing right with an arrow pointing right, symbolizing the act of seeing, looking, observing, or watching in that direction.
2482	A doll with a red-haired head, round eyes, a smiling mouth, wearing a light blue top and a blue skirt, standing upright with arms slightly outstretched and bare feet.
2479	A mosquito with a slender body, two long antennae, two light blue wings, and six legs, depicted in a simplified form.
2477	A brown monkey depicted in profile, walking on all fours with its long tail trailing behind and its head turned slightly to the side.
2483	A vibrant orange fruit with a textured peel, a short stem, and a single green leaf attached at the top.
2484	A cheerful little girl with bright yellow pigtails and a wide, happy smile.
2488	A brown bear standing in profile with a sturdy build, four legs, a rounded body, small ears, and a snout facing right.
2489	A fluffy white sheep with a pink face and brown legs standing in profile, facing right, with a simple and cartoonish depiction.
2487	A personal computer consisting of a monitor displaying a blue screen, a tower case, a keyboard, and a mouse connected by cables.
2490	A small bird with a cream-colored body, orange chest, red beak, and black eyes standing on two thin legs.
2485	A cheerful child with brown hair and a wide, toothy smile.
2426	A golden roasted chicken is baking inside a modern oven with a digital display and control knobs, the oven door slightly ajar revealing the sizzling bird on a rack.
2492	A red paddle with a yellow handle, designed for table tennis, featuring a rounded head and a straight grip.
2493	A simple outline of a pigeon with a white body, black contour lines, a small black eye, a yellow beak and feet, and a curved neck and tail feathers.
2496	A red and white checkered kitchen cloth hanging from a hook with vertical black lines suggesting folds or creases.
2486	A person with brown hair is holding a red flower with a green stem and sniffing it with their nose.
2498	A cylindrical litter basket with a green lid and a circular emblem depicting a person disposing of trash into a bin, mounted on a short post.
2500	A colorful umbrella with alternating green and red panels, a central pole, and a curved orange handle.
2495	A circular percussion instrument with a beige drumhead, orange wooden shell, and metal jingles attached around its rim.
2499	A sheltered bus stop with a transparent roof and walls, featuring a bench for waiting passengers and a yellow sign displaying a bus icon.
2502	A chocolate cake with a creamy filling, topped with a red cherry, and a single slice cut out and placed in front.
2507	A green skateboard with red wheels and black trucks, angled diagonally against a plain white background.
2497	A father in a red jacket and teal pants is holding hands with a small child dressed in light blue, both smiling as they walk together.
2494	A long, slender loaf of bread with a golden-brown crust and evenly spaced diagonal slashes along its top surface.
2501	A square board game layout featuring four colored quadrants—yellow, green, blue, and red—each containing a path of alternating colored squares leading to a central intersection with four triangular spaces, designed for playing Ludo, Parcheesi, or Pachisi.
2503	A brown, oval-shaped potato with a rough surface marked by small indentations and bumps.
2505	A collection of golden-yellow, elongated, and irregularly shaped pieces resembling fried potato snacks, scattered in a dynamic, overlapping arrangement.
2506	A pair of white roller skates with black laces, orange accents, silver frames, and red wheels with gray centers.
2512	A person with brown hair is using a blue comb to style their hair while smiling.
2514	A bright yellow tennis ball with a distinct white curved seam encircling its surface.
2511	A hand holds a red glue stick poised above a sheet of paper, while another hand steadies the paper, preparing to apply adhesive.
2509	A cartoon turkey with a yellow body, brown head and neck, red wattle, yellow beak, and fanned tail feathers with red stripes, standing on two legs with an open beak as if gobbling.
2510	A red glue stick with a white cap and a green label, standing upright next to its detached red cap.
2508	A light blue scooter with black wheels, handlebars, and frame, featuring an orange grip on the stem and a footplate connecting the front and rear wheels.
2519	A stylized fish skeleton with visible bones and a light blue fish head and tail, set against a green leafy background within an orange oval.
2515	A pair of dangling earrings featuring a hook closure, a small green bead, followed by two red beads of increasing size, with the largest red bead at the bottom.
2520	A light blue fish with a streamlined body, a single dorsal fin, a forked tail fin, and two pectoral fins, oriented horizontally with its head pointing right.
2522	A two-piece pajama set consisting of a long-sleeved shirt with a white torso adorned with yellow and green polka dots and blue sleeves and cuffs, paired with matching blue full-length pants.
2526	A rectangular green blackboard with a brown wooden frame and a matching brown ledge holding a chalk tray at the bottom.
2523	A paintbrush with an orange handle, white ferrule, and brown bristles, angled diagonally across a plain background.
2525	A pineapple with a vibrant yellow body adorned with diamond-shaped patterns and a lush green crown of spiky leaves.
2527	A circular pizza with a golden crust, topped with melted yellow cheese, red pepperoni slices, and black olives, with one triangular slice cut and slightly lifted away from the rest.
2528	A modern electric iron with a curved handle, a control dial with a red indicator, a gray soleplate, and a coiled power cord.
2529	A light blue rectangular block of plasticine with two elongated, curved pieces lying beside it, suggesting malleable modeling clay.
2517	A golden-yellow dog standing in profile with a curled tail, floppy ears, and a simple facial expression.
2518	A window blind with horizontal slats, a top casing, a bottom rail with two circular knobs, and a vertical pull cord on the right side.
2531	Two yellow cymbals with central bells and red striking rods positioned for playing.
2532	An oval-shaped plate with a light blue surface and concentric black and blue borders.
2535	A rectangular goal with a grid net, framed by vertical posts and horizontal crossbars, featuring red and white striped padding along the top and sides.
2530	A single ripe yellow banana with a curved shape and a small brown stem at the top.
2537	A circular green and white segmented wristband or bracelet with alternating colored sections forming a continuous band.
2538	A red-handled tool with a metallic tip designed for making small holes or driving pins, commonly used as a hole punch, bradawl, or awl.
2534	A golden-brown chicken thigh with a visible bone at the joint, angled diagonally against a plain background.
2541	A circular wheel of cheese with a wedge cut out, revealing a yellow interior dotted with holes and a solid orange outer rind.
2539	A green bowl filled with smooth yellow puree, with a spoon resting inside.
2533	A bright yellow chick with an orange beak and feet, standing upright with a simple curved body and a small black eye.
2542	A ramp with a smooth incline connecting two levels, featuring a wheelchair accessibility symbol mounted on a post at the top.
2543	A green frog with large white eyes and black pupils, depicted in a seated position with its front and back legs extended outward.
2544	A tennis racquet with a red frame, black stringing, and a light blue grip handle.
2545	Two hands forcefully pulling apart a sheet of paper along a jagged tear line to rip it open.
2540	A colorful puzzle composed of six interlocking pieces arranged in a 3x2 grid, featuring red, blue, orange, yellow, and green segments.
2546	A small rodent with a rounded body, pointed snout, small ears, whiskers, and a long, curved tail.
2549	A wristwatch with a brown strap and a circular face featuring hour markers and hands indicating time.
2521	A grand piano with a curved top lid, visible keyboard with black and white keys, and ornate legs supporting its substantial body.
2547	A hand holds a pair of scissors with red handles, actively cutting through a sheet of paper, creating a jagged edge as the scissors slice through the material.
2550	A gray rhinoceros depicted in profile with a prominent horn on its snout, sturdy legs, and a short tail, standing in a neutral pose.
2551	A neatly folded stack of bed sheets featuring a light blue cover adorned with a crescent moon and scattered stars, with purple trim along the edges.
2548	A rectangular net with a blue top band and black mesh suspended between two vertical posts.
2553	A green pencil sharpener with a silver blade housing marked with a plus sign and a dark green circular button on its side.
2556	A pair of sandals with light purple footbeds and orange crisscross straps wrapping around the instep and sides, featuring a simple open-toe design and a rounded heel.
2557	A whole watermelon with green striped rind alongside a sliced wedge revealing red flesh and black seeds.
2555	A cluster of three reddish-brown sausages, two arranged vertically in a U-shape and one lying horizontally below them.
2559	A yellow saxophone with a curved neck, a flared bell, and multiple circular keys along its body.
2561	A green pear with a curved stem and a small brown leaf at the top.
